Order	Family	Genus	Species	Red_List_status	Population_trend	IUCN.NUM	POP.NUM	Suit0k	Suit21k	Range0k	Range21k	DeltaRange	LogDR	DeltaSuit	LogDS	AdultBodyMass_g	LogBMg	GroupBMg
CHIROPTERA	VESPERTILIONIDAE	Idionycteris	Idionycteris_phyllotis	LC	stable	0	0	0.913315245	0.647122969	677	267	1.535580524	0.930422615	0.411347285	0.34454477	12.13	2.495681723	2
CHIROPTERA	VESPERTILIONIDAE	Lasionycteris	Lasionycteris_noctivagans	LC	stable	0	0	0.886555385	0.344449903	5147	1630	2.157668712	1.149834006	1.573829682	0.945394938	11.02	2.399711804	2
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_blossevillii	LC	unknown	0	NA	0.863643753	0.496870998	2015	871	1.313432836	0.838732498	0.73816495	0.55282993	15.84857143	2.763079366	3
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_borealis	LC	stable	0	0	0.940143999	0.363855959	2089	468	3.463675214	1.495972466	1.583835655	0.949274983	12.33	2.512035317	3
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_cinereus	LC	unknown	0	NA	0.896121104	0.316239794	7142	2199	2.247839927	1.177990138	1.83367597	1.041574798	27.06	3.298056623	3
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_ega	LC	unknown	0	NA	0.845137613	0.401236366	49	8	5.125	1.812378756	1.106333535	0.744948775	12.2	2.501435952	3
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_intermedius	LC	unknown	0	NA	0.939312893	0.240192659	505	19	25.57894737	3.28011945	2.910664451	1.363707296	22.96	3.133753571	3
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_seminolus	LC	unknown	0	NA	0.9765983	0.251072097	561	10	55.1	4.027135813	2.889712599	1.358335273	9.88	2.290512512	2
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	Lasiurus_xanthinus	LC	stable	0	0	0.955206717	0.575931359	629	114	4.51754386	1.707932808	0.658542639	0.505939288	15.84857143	2.763079366	3
RODENTIA	CRICETIDAE	Lemmiscus	Lemmiscus_curtatus	LC	stable	0	0	0.745067725	0.357906266	1220	431	1.83062645	1.040498048	1.08173982	0.733203996	28.27	3.341801172	3
RODENTIA	CRICETIDAE	Lemmus	Lemmus_trimucronatus	LC	stable	0	0	0.853966023	0.223950902	4464	943	3.733828208	1.554734221	2.813184128	1.338464569	69.82	4.245920502	4
CARNIVORA	FELIDAE	Leopardus	Leopardus_pardalis	LC	decreasing	0	1	0.870277381	0.602131348	39	5	6.8	2.054123734	0.44532814	0.368336382	11880	9.382611593	9
CARNIVORA	FELIDAE	Leopardus	Leopardus_wiedii	NT	decreasing	0	1	0.895689806	0.697394213	76	12	5.333333333	1.84582669	0.284337881	0.250243318	3270.81	8.09279294	8
CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	Leptonycteris_nivalis	EN	decreasing	1	1	0.946691569	0.543330849	245	16	14.3125	2.728669488	0.742385088	0.555254915	24.26	3.188828904	3
CHIROPTERA	PHYLLOSTOMIDAE	Leptonycteris	Leptonycteris_yerbabuenae	NT	decreasing	0	1	0.941781732	0.586014949	409	69	4.927536232	1.779608651	0.607095065	0.474428242	22.24	3.101892469	3
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_alleni	LC	stable	0	0	0.955556107	0.659155383	103	24	3.291666667	1.456675158	0.449667456	0.371334189	3930	8.276394705	8
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_americanus	LC	stable	0	0	0.774925265	0.187352258	6185	1469	3.210347175	1.437545109	3.136193887	1.419776014	1568.42	7.357824022	7
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_arcticus	LC	unknown	0	NA	0.633437158	0.419733895	5017	3187	0.574207719	0.45375211	0.509139877	0.411539871	4412.73	8.392248825	8
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_californicus	LC	stable	0	0	0.88017182	0.494979591	2099	850	1.469411765	0.90397997	0.778198206	0.575600608	2422.48	7.792547088	8
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_callotis	NT	decreasing	0	1	0.882287648	0.620426004	213	49	3.346938776	1.469471868	0.422067486	0.352111789	2608.16	7.866400271	8
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_othus	LC	unknown	0	NA	0.889980866	0.443533305	246	43	4.720930233	1.74413142	1.006570545	0.696427068	4837.35	8.484122329	8
LAGOMORPHA	LEPORIDAE	Lepus	Lepus_townsendii	LC	decreasing	0	1	0.812401207	0.247054086	2062	401	4.142144638	1.637470237	2.288353657	1.190387031	3371.64	8.123154552	8
RODENTIA	HETEROMYIDAE	Heteromys	Liomys_irroratus	LC	stable	0	0	0.954112919	0.636507219	187	15	11.46666667	2.523058416	0.498982085	0.404786268	48.95	3.890799369	4
RODENTIA	HETEROMYIDAE	Heteromys	Liomys_pictus	LC	decreasing	0	1	0.926831266	0.638501228	104	19	4.473684211	1.69995192	0.451573194	0.37264793	43.28	3.767690635	4
CARNIVORA	MUSTELIDAE	Lontra	Lontra_canadensis	LC	stable	0	0	0.76133239	0.218503139	7402	2650	1.793207547	1.027190594	2.484308708	1.248269663	8087.42	8.998065047	9
CARNIVORA	MUSTELIDAE	Lontra	Lontra_longicaudis	NT	decreasing	0	1	0.979529611	0.734192837	73	6	11.16666667	2.498699972	0.334158495	0.288300752	6554.97	8.78797882	9
CARNIVORA	FELIDAE	Lynx	Lynx_canadensis	LC	stable	0	0	0.806543072	0.159131209	5702	986	4.78296146	1.754915915	4.068415411	1.623028227	9682.82	9.17810846	9
CARNIVORA	FELIDAE	Lynx	Lynx_rufus	LC	stable	0	0	0.908651825	0.381846982	4341	1462	1.969220246	1.088299375	1.379622908	0.866942033	6374.47	8.760056229	9
CHIROPTERA	PHYLLOSTOMIDAE	Macrotus	Macrotus_californicus	LC	stable	0	0	0.914901903	0.651558276	313	142	1.204225352	0.790376133	0.404175092	0.339450007	11.83	2.470638678	2
CHIROPTERA	PHYLLOSTOMIDAE	Macrotus	Macrotus_waterhousii	LC	stable	0	0	0.927789279	0.651144521	84	3	27	3.33220451	0.424859227	0.354073021	16.27	2.789322921	3
DIDELPHIMORPHIA	DIDELPHIDAE	Marmosa	Marmosa_mexicana	LC	stable	0	0	0.776549495	0.860451173	26	50	-0.48	-0.653926467	-0.097508935	-0.102596489	49.06	3.893044039	4
RODENTIA	SCIURIDAE	Marmota	Marmota_broweri	LC	stable	0	0	0.889163676	0.237515976	281	27	9.407407407	2.342517803	2.743595234	1.320046442	3250	8.086410275	8
RODENTIA	SCIURIDAE	Marmota	Marmota_caligata	LC	stable	0	0	0.741428035	0.276097271	2616	725	2.608275862	1.283230058	1.685387048	0.987824869	2253.71	7.720333026	8
RODENTIA	SCIURIDAE	Marmota	Marmota_flaviventris	LC	stable	0	0	0.747460618	0.342816746	1171	400	1.9275	1.074148816	1.180350369	0.779485584	3709.73	8.218714377	8
RODENTIA	SCIURIDAE	Marmota	Marmota_monax	LC	stable	0	0	0.799322639	0.210744238	4895	1057	3.63103122	1.532779569	2.792856437	1.333119412	3880.93	8.263830095	8
RODENTIA	SCIURIDAE	Marmota	Marmota_olympus	LC	decreasing	0	1	0.672725637	0.924133707	5	34	-0.852941176	-1.916922612	-0.272047289	-0.317519191	6299.99	8.748303325	9
RODENTIA	SCIURIDAE	Marmota	Marmota_vancouverensis	CR	NA	1	NA	0.626669336	0.861395075	6	36	-0.833333333	-1.791759469	-0.27249487	-0.318134229	5232.43	8.562631076	9
CARNIVORA	MUSTELIDAE	Martes	Martes_americana	LC	decreasing	0	1	0.734839715	0.148913024	5493	1350	3.068888889	1.403369962	3.934690689	1.596289994	873.69	6.772725622	7
CARNIVORA	MUSTELIDAE	Martes	Martes_pennanti	LC	unknown	0	NA	0.7007924	0.16945498	3258	805	3.047204969	1.398026512	3.135566863	1.419624408	3750	8.229511119	8
CETARTIODACTYLA	CERVIDAE	Mazama	Mazama_temama	DD	decreasing	NA	1	0.764584977	0.937426171	7	32	-0.78125	-1.519825754	-0.18437846	-0.203804831	18335.81714	9.816611647	10
EULIPOTYPHLA	SORICIDAE	Megasorex	Megasorex_gigas	LC	unknown	0	NA	0.753307489	0.851128113	13	28	-0.535714286	-0.767255153	-0.114930552	-0.122089165	11.71	2.460443178	2
CARNIVORA	MEPHITIDAE	Mephitis	Mephitis_macroura	LC	increasing	0	0	0.938302036	0.555969116	562	76	6.394736842	2.00076851	0.687687334	0.52335915	1097.76	7.001027019	7
CARNIVORA	MEPHITIDAE	Mephitis	Mephitis_mephitis	LC	stable	0	0	0.940538204	0.319097157	5774	1573	2.670692943	1.300380457	1.94749791	1.080956644	2399.99	7.78321985	8
RODENTIA	HETEROMYIDAE	Microdipodops	Microdipodops_megacephalus	LC	decreasing	0	1	0.6383763	0.557748251	242	170	0.423529412	0.353139289	0.144559931	0.135020224	12.3	2.509599262	3
RODENTIA	HETEROMYIDAE	Microdipodops	Microdipodops_pallidus	LC	decreasing	0	1	0.436113626	0.819831221	55	213	-0.741784038	-1.35395898	-0.468044624	-0.631195672	13.36	2.592265168	3
RODENTIA	CRICETIDAE	Microtus	Microtus_californicus	LC	stable	0	0	0.90446283	0.775436473	170	128	0.328125	0.283768173	0.166391911	0.153915147	57.42	4.050392675	4
RODENTIA	CRICETIDAE	Microtus	Microtus_canicaudus	LC	stable	0	0	0.569383008	0.770225294	27	108	-0.75	-1.386294361	-0.260757843	-0.302129729	29.93	3.398861322	3
RODENTIA	CRICETIDAE	Microtus	Microtus_chrotorrhinus	LC	decreasing	0	1	0.724083898	0.192815479	1282	323	2.969040248	1.378524314	2.755320384	1.323173603	38.99	3.663305203	4
RODENTIA	CRICETIDAE	Microtus	Microtus_longicaudus	LC	stable	0	0	0.709810837	0.327499117	3317	1350	1.457037037	0.898956168	1.167367178	0.773513149	44.8	3.802208139	4
RODENTIA	CRICETIDAE	Microtus	Microtus_mexicanus	LC	unknown	0	NA	0.8445848	0.659844093	665	476	0.397058824	0.334369186	0.279976299	0.246841561	34.88	3.551913599	4
RODENTIA	CRICETIDAE	Microtus	Microtus_miurus	LC	stable	0	0	0.715792798	0.273572838	1812	593	2.055649241	1.116992088	1.616461504	0.961822834	41	3.713572067	4
RODENTIA	CRICETIDAE	Microtus	Microtus_montanus	LC	stable	0	0	0.748380468	0.426931166	1041	414	1.514492754	0.922071095	0.752930044	0.561288699	42.85	3.757705645	4
RODENTIA	CRICETIDAE	Microtus	Microtus_ochrogaster	LC	stable	0	0	0.825213104	0.262998826	2079	419	3.961813842	1.601771368	2.137706419	1.143492093	42.5	3.749504076	4
RODENTIA	CRICETIDAE	Microtus	Microtus_oeconomus	LC	stable	0	0	0.76234271	0.234837486	3454	689	4.013062409	1.612046988	2.246256476	1.177502479	33.1	3.499533282	3
RODENTIA	CRICETIDAE	Microtus	Microtus_oregoni	LC	stable	0	0	0.978665597	0.449769964	121	10	11.1	2.493205453	1.175924752	0.777453747	20.35	3.013080912	3
RODENTIA	CRICETIDAE	Microtus	Microtus_pennsylvanicus	LC	stable	0	0	0.814316468	0.238403252	7188	1855	2.874932615	1.354528273	2.415710402	1.228385495	42.53	3.750209709	4
RODENTIA	CRICETIDAE	Microtus	Microtus_pinetorum	LC	stable	0	0	0.960368945	0.379565737	1246	221	4.63800905	1.729530998	1.530178179	0.928289727	25.95	3.25617161	3
RODENTIA	CRICETIDAE	Microtus	Microtus_quasiater	NT	decreasing	0	1	0.675387288	0.72592642	25	43	-0.418604651	-0.542324291	-0.069620185	-0.072162373	40	3.688879454	4
RODENTIA	CRICETIDAE	Microtus	Microtus_richardsoni	LC	stable	0	0	0.5924689	0.172913452	884	544	0.625	0.485507816	2.426389859	1.231507188	85.5	4.448516376	4
RODENTIA	CRICETIDAE	Microtus	Microtus_townsendii	LC	stable	0	0	0.965008052	0.396444624	125	9	12.88888889	2.63108916	1.434155978	0.889600076	52.02	3.95162826	4
RODENTIA	CRICETIDAE	Microtus	Microtus_xanthognathus	LC	stable	0	0	0.816933042	0.178610252	2561	350	6.317142857	1.990219932	3.573830644	1.520351069	92.65	4.528828953	5
CHIROPTERA	PHYLLOSTOMIDAE	Mimon	Mimon_cozumelae	LC	stable	0	0	0.738260539	0.956665575	4	19	-0.789473684	-1.558144618	-0.228298207	-0.259157082	13.405	2.595627772	3
CHIROPTERA	MOLOSSIDAE	Molossus	Molossus_molossus	LC	unknown	0	NA	0.907793562	0.508803693	127	16	6.9375	2.071598364	0.784172511	0.578954729	13.7	2.617395833	3
CHIROPTERA	MOLOSSIDAE	Molossus	Molossus_pretiosus	LC	unknown	0	NA	0.97296396	0.974356988	3	3	0	0	-0.001429689	-0.001430712	98	4.584967479	5
CHIROPTERA	MOLOSSIDAE	Molossus	Molossus_rufus	LC	stable	0	0	0.868805832	0.306847088	94	10	8.4	2.240709689	1.831396702	1.040770124	33.088	3.499170679	3
CHIROPTERA	MOLOSSIDAE	Molossus	Molossus_sinaloae	LC	stable	0	0	0.73382176	0.589327007	42	23	0.826086957	0.602175402	0.245186036	0.219284945	21.09	3.048798994	3
CHIROPTERA	MORMOOPIDAE	Mormoops	Mormoops_megalophylla	LC	decreasing	0	1	0.881486749	0.489369478	602	129	3.666666667	1.540445041	0.801270388	0.588492187	16.09	2.778197961	3
CHIROPTERA	PHYLLOSTOMIDAE	Musonycteris	Musonycteris_harrisoni	VU	decreasing	1	1	0.888143692	0.917596985	5	6	-0.166666667	-0.182321557	-0.032098289	-0.032624735	22.96761263	3.134085077	3
CARNIVORA	MUSTELIDAE	Mustela	Mustela_erminea	LC	stable	0	0	0.657231955	0.667782695	10567	14106	-0.250886148	-0.288864301	-0.015799661	-0.015925806	284.5	5.650733254	6
CARNIVORA	MUSTELIDAE	Mustela	Mustela_frenata	LC	stable	0	0	0.94231045	0.401441454	4309	1328	2.244728916	1.177031808	1.347317249	0.85327308	190.03	5.247181954	5
CARNIVORA	MUSTELIDAE	Mustela	Mustela_nigripes	EN	NA	1	NA	0.912943003	0.384599119	1289	319	3.040752351	1.3964309	1.373752193	0.864471907	907.1	6.810252698	7
CARNIVORA	MUSTELIDAE	Mustela	Mustela_nivalis	LC	stable	0	0	0.753660315	0.234403401	7848	2614	2.002295333	1.099377107	2.215227736	1.167898191	78.45	4.362461479	4
RODENTIA	CRICETIDAE	Myodes	Myodes_californicus	LC	stable	0	0	0.923196104	0.581090698	117	20	4.85	1.766441661	0.588729793	0.462934825	18.3	2.90690106	3
RODENTIA	CRICETIDAE	Myodes	Myodes_gapperi	LC	stable	0	0	0.774254248	0.168398584	4954	1119	3.427167113	1.487759902	3.59774796	1.52556661	19.83	2.987195943	3
RODENTIA	CRICETIDAE	Myodes	Myodes_rutilus	LC	unknown	0	NA	0.801416062	0.200848945	3534	685	4.159124088	1.640766815	2.990143255	1.383827134	19.94	2.992727765	3
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_auriculus	LC	unknown	0	NA	0.922093045	0.587117727	481	93	4.172043011	1.643267777	0.570541991	0.451420777	38.04	3.638638238	4
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_austroriparius	LC	stable	0	0	0.882631293	0.426601298	411	66	5.227272727	1.828938472	1.068984076	0.727057702	7.35	1.994700313	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_californicus	LC	unknown	0	NA	0.848101108	0.540820575	1777	832	1.135817308	0.758849387	0.568174635	0.44991229	4.39	1.479329227	1
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_ciliolabrum	LC	stable	0	0	0.823861594	0.229660364	879	164	4.359756098	1.67891847	2.587304225	1.277401008	4.89	1.587192303	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_evotis	LC	stable	0	0	0.788507666	0.439495019	1778	817	1.17625459	0.777605321	0.794121963	0.584515745	6.91	1.932969638	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_fortidens	LC	unknown	0	NA	0.915791735	0.58632595	69	12	4.75	1.749199855	0.561915748	0.445913111	4.37	1.474763009	1
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_grisescens	NT	increasing	0	0	0.937230345	0.364817736	481	39	11.33333333	2.512305624	1.569037224	0.943531208	10.84	2.383242996	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_keaysi	LC	unknown	0	NA	0.742408682	0.79390874	74	125	-0.408	-0.524248644	-0.064868989	-0.067068641	5.45	1.695615609	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_keenii	LC	stable	0	0	0.832621254	0.327593761	101	22	3.590909091	1.524078063	1.541627323	0.932804554	6.51	1.873339456	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_leibii	LC	stable	0	0	0.879878449	0.270376371	887	147	5.034013605	1.797412396	2.254272728	1.179968819	5.22	1.652497402	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_lucifugus	LC	stable	0	0	0.855827727	0.284831797	6748	1892	2.566596195	1.271611694	2.004677625	1.100170283	7.8	2.054123734	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_melanorhinus	LC	stable	0	0	0.874857957	0.592652493	1556	759	1.050065876	0.717871927	0.476173588	0.389453326	9.597169811	2.261468244	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_nigricans	LC	stable	0	0	0.892657628	0.851875332	28	24	0.166666667	0.15415068	0.04787355	0.04676292	9.597169811	2.261468244	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_occultus	LC	stable	0	0	0.839855829	0.61893554	768	460	0.669565217	0.512563244	0.35693586	0.305229114	8.79	2.173614712	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_planiceps	EN	decreasing	1	1	0.72740493	0.717631933	14	10	0.4	0.336472237	0.013618397	0.0135265	9.597169811	2.261468244	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_septentrionalis	LC	stable	0	0	0.686635753	0.177524825	3314	1340	1.473134328	0.905486305	2.867829496	1.352693496	9.597169811	2.261468244	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_sodalis	NT	stable	0	0	0.920306204	0.319308329	828	100	7.28	2.113842968	1.882186649	1.058549259	7.15	1.967112357	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_thysanodes	LC	stable	0	0	0.845431222	0.557729555	1772	799	1.217772215	0.796503185	0.515844398	0.415972642	8.49	2.138889	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_velifer	LC	stable	0	0	0.922511895	0.426041089	859	104	7.259615385	2.111378023	1.16531203	0.772564476	9.82	2.284421122	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_vivesi	VU	decreasing	1	1	0.883743784	0.821647365	44	27	0.62962963	0.488352768	0.07557551	0.072855877	25.63	3.24376354	3
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_volans	LC	stable	0	0	0.868445889	0.477767395	2471	1014	1.436883629	0.890720022	0.817716945	0.597581288	8.71	2.164471791	2
CHIROPTERA	VESPERTILIONIDAE	Myotis	Myotis_yumanensis	LC	stable	0	0	0.715732152	0.445739746	1723	1214	0.419275124	0.350146265	0.605717591	0.473570754	5.15	1.638996715	2
RODENTIA	DIPODIDAE	Napaeozapus	Napaeozapus_insignis	LC	stable	0	0	0.682455471	0.235223857	1456	711	1.047819972	0.716775799	1.901302097	1.065159635	22.25	3.102342009	3
CARNIVORA	PROCYONIDAE	Nasua	Nasua_narica	LC	decreasing	0	1	0.904658663	0.513151936	685	116	4.905172414	1.775828647	0.762945046	0.566985732	4578.43	8.429111424	8
CHIROPTERA	NATALIDAE	Natalus	Natalus_lanatus	LC	unknown	0	NA	0.913415911	0.71577655	64	16	3	1.386294361	0.276118798	0.243823282	5.99	1.790091412	2
CHIROPTERA	NATALIDAE	Natalus	Natalus_mexicanus	LC	unknown	0	NA	0.937513803	0.560626932	515	82	5.280487805	1.837447653	0.672259662	0.514175803	5.99	1.790091412	2
RODENTIA	CRICETIDAE	Nelsonia	Nelsonia_neotomodon	NT	decreasing	0	1	0.769684475	0.726180864	25	13	0.923076923	0.653926467	0.059907405	0.058181551	80	4.382026635	4
RODENTIA	CRICETIDAE	Neofiber	Neofiber_alleni	LC	decreasing	0	1	0.649852848	0.274411084	60	1	59	4.094344562	1.368172741	0.862118662	265.38	5.581162761	6
RODENTIA	CRICETIDAE	Neotoma	Neotoma_albigula	LC	stable	0	0	0.895891588	0.620075813	606	251	1.414342629	0.881427047	0.444809764	0.367977662	208.18	5.33840309	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_cinerea	LC	stable	0	0	0.494553847	0.219233627	2432	2567	-0.052590573	-0.054023938	1.255830248	0.813518086	285.89	5.655607121	6
RODENTIA	CRICETIDAE	Neotoma	Neotoma_devia	LC	stable	0	0	0.91317845	0.59511555	94	23	3.086956522	1.407800566	0.534455704	0.428175728	200	5.298317367	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_floridana	LC	decreasing	0	1	0.945787869	0.292993103	1026	37	26.72972973	3.322505113	2.228020934	1.171869236	249.16	5.51809526	6
RODENTIA	CRICETIDAE	Neotoma	Neotoma_fuscipes	LC	stable	0	0	0.955306588	0.642141106	151	43	2.511627907	1.256079721	0.48768951	0.397224252	213.26	5.362512079	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_goldmani	LC	decreasing	0	1	0.947462939	0.673772861	99	6	15.5	2.803360381	0.406205257	0.34089477	198	5.288267031	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_lepida	LC	stable	0	0	0.818199416	0.634936606	605	397	0.523929471	0.421292177	0.288631666	0.253580931	143.88	4.968979619	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_leucodon	LC	stable	0	0	0.909269755	0.555032505	577	169	2.414201183	1.227943552	0.638227938	0.493615132	215	5.370638028	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_macrotis	LC	unknown	0	NA	0.878159252	0.814197859	120	103	0.165048544	0.152762755	0.078557556	0.075624552	225.74	5.419383895	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_magister	NT	decreasing	0	1	0.738769665	0.169113989	209	8	25.125	3.26289271	3.368471644	1.47441321	447	6.102558595	6
RODENTIA	CRICETIDAE	Neotoma	Neotoma_mexicana	LC	stable	0	0	0.60095543	0.438769625	933	951	-0.018927445	-0.019108862	0.369637722	0.314546268	203	5.313205979	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_micropus	LC	stable	0	0	0.928473735	0.518355124	582	184	2.163043478	1.15153469	0.791192354	0.582881517	255.14	5.541812414	6
RODENTIA	CRICETIDAE	Neotoma	Neotoma_palatina	VU	decreasing	1	1	0.596306406	0.880153559	7	100	-0.93	-2.659260037	-0.322497308	-0.389341752	198	5.288267031	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_phenax	NT	decreasing	0	1	0.746099968	0.894961684	15	35	-0.571428571	-0.84729786	-0.166333061	-0.18192131	227.49	5.427106281	5
RODENTIA	CRICETIDAE	Neotoma	Neotoma_stephensi	LC	stable	0	0	0.918433533	0.517971545	173	31	4.580645161	1.71930439	0.773135111	0.572749229	149.22	5.005421727	5
RODENTIA	CRICETIDAE	Neotomodon	Neotomodon_alstoni	LC	stable	0	0	0.833161701	0.775764921	22	20	0.1	0.09531018	0.073987335	0.071378204	44.64	3.798630318	4
CARNIVORA	MUSTELIDAE	Neovison	Neovison_vison	LC	stable	0	0	0.868481898	0.28378392	8153	2355	2.461995754	1.24184523	2.060363318	1.11853364	1100	7.003065459	7
EULIPOTYPHLA	TALPIDAE	Neurotrichus	Neurotrichus_gibbsii	LC	stable	0	0	0.967258592	0.514568628	141	43	2.279069767	1.187559775	0.879746527	0.631136942	9.56	2.257587727	2
CHIROPTERA	NOCTILIONIDAE	Noctilio	Noctilio_leporinus	LC	unknown	0	NA	0.914693325	0.836203885	35	18	0.944444444	0.664976304	0.093863998	0.08971638	29.93	3.398861322	3
EULIPOTYPHLA	SORICIDAE	Notiosorex	Notiosorex_cockrumi	LC	stable	0	0	0.831988547	0.591312079	46	16	1.875	1.056052674	0.40702106	0.341474746	5.035	1.616413526	2
EULIPOTYPHLA	SORICIDAE	Notiosorex	Notiosorex_crawfordi	LC	stable	0	0	0.878536836	0.537685967	1060	482	1.199170124	0.788080073	0.633921824	0.490983152	4.79	1.566530411	2
EULIPOTYPHLA	SORICIDAE	Notiosorex	Notiosorex_evotis	LC	unknown	0	NA	0.900927854	0.839294594	37	18	1.055555556	0.720546155	0.073434596	0.070863411	5.28	1.663926098	2
CHIROPTERA	VESPERTILIONIDAE	Nycticeius	Nycticeius_humeralis	LC	stable	0	0	0.946818082	0.371113354	1169	147	6.952380952	2.073471375	1.551290787	0.936599422	9.12	2.210469804	2
CHIROPTERA	MOLOSSIDAE	Nyctinomops	Nyctinomops_aurispinosus	LC	unknown	0	NA	0.87895272	0.757023448	59	16	2.6875	1.304948722	0.161064062	0.14933688	18.43	2.913979772	3
CHIROPTERA	MOLOSSIDAE	Nyctinomops	Nyctinomops_femorosaccus	LC	stable	0	0	0.942616815	0.532384521	471	82	4.743902439	1.748138847	0.770556389	0.571293841	15.04	2.710713319	3
CHIROPTERA	MOLOSSIDAE	Nyctinomops	Nyctinomops_laticaudatus	LC	unknown	0	NA	0.915050806	0.789587736	42	18	1.333333333	0.84729786	0.158896933	0.147468633	13.12	2.574137784	3
CHIROPTERA	MOLOSSIDAE	Nyctinomops	Nyctinomops_macrotis	LC	unknown	0	NA	0.67991696	0.494215837	1119	1013	0.104639684	0.099519204	0.375749033	0.318998334	16.38	2.796061078	3
LAGOMORPHA	OCHOTONIDAE	Ochotona	Ochotona_collaris	LC	unknown	0	NA	0.757363774	0.293233343	1158	231	4.012987013	1.612031948	1.582802378	0.948875002	129	4.859812404	5
LAGOMORPHA	OCHOTONIDAE	Ochotona	Ochotona_princeps	LC	decreasing	0	1	0.535188766	0.287223912	1567	1271	0.23288749	0.209358971	0.863315492	0.622357423	157.63	5.060250515	5
RODENTIA	CRICETIDAE	Ochrotomys	Ochrotomys_nuttalli	LC	stable	0	0	0.931102745	0.318298103	590	42	13.04761905	2.642452919	1.925253834	1.073381258	22.81	3.127199036	3
CETARTIODACTYLA	CERVIDAE	Odocoileus	Odocoileus_hemionus	LC	stable	0	0	0.833250347	0.40054665	3416	1398	1.443490701	0.893427632	1.080282901	0.732503894	84560.57	11.34522336	11
CETARTIODACTYLA	CERVIDAE	Odocoileus	Odocoileus_virginianus	LC	stable	0	0	0.933044599	0.308067277	5227	1291	3.04879938	1.398420388	2.028704021	1.108134812	75901.25	11.23718843	11
RODENTIA	CRICETIDAE	Oligoryzomys	Oligoryzomys_fulvescens	LC	stable	0	0	0.932277082	0.656604653	40	5	7	2.079441542	0.419845378	0.350547977	25	3.218875825	3
RODENTIA	CRICETIDAE	Ondatra	Ondatra_zibethicus	LC	stable	0	0	0.89272571	0.306558987	7855	2328	2.374140893	1.216140742	1.912084619	1.068869188	991.31	6.899027301	7
RODENTIA	CRICETIDAE	Onychomys	Onychomys_arenicola	LC	stable	0	0	0.943480539	0.593638003	331	77	3.298701299	1.458312954	0.589319643	0.463306027	30	3.401197382	3
RODENTIA	CRICETIDAE	Onychomys	Onychomys_leucogaster	LC	stable	0	0	0.839606069	0.33767966	2346	669	2.506726457	1.254682969	1.486398111	0.910835121	27.92	3.329343278	3
RODENTIA	CRICETIDAE	Onychomys	Onychomys_torridus	LC	stable	0	0	0.861874119	0.634883166	464	256	0.8125	0.594707108	0.357531851	0.305668235	21.68	3.076390177	3
